,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,fraction_1,fraction_2,fraction_3,fraction_4,fraction_5,fraction_6,fraction_7,fraction_8,fraction_9,fraction_10,fraction_11,fraction_12,fraction_13,fraction_14,fraction_15,fraction_16,fraction_17,fraction_18,fraction_19,fraction_20,fraction_21,fraction_22,fraction_23,fraction_24,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,mins_hvac,autocorr,max_seasonal,stdev_seasonal,max_trend,stdev_trend,disag_fridge,area,num_rooms,total_occupants
1334,307.864196777,226.051452637,314.047149658,318.607727051,263.513244629,312.818054199,302.7059021,248.782485962,353.104278564,234.46206665,267.034667969,341.524810791,0.840038478374,0.917120456696,0.980077028275,1.0,0.950950562954,0.866307020187,0.645459353924,0.497002154589,0.444431304932,0.429053425789,0.409851700068,0.403573423624,0.38932543993,0.416907340288,0.586101233959,0.579133033752,0.55215638876,0.523932635784,0.530682563782,0.534257531166,0.545446157455,0.614115417004,0.639568626881,0.724359512329,0.150518000126,0.208215996623,0.293675005436,0.202572003007,0.337806999683,45.3923797607,31.1945419312,34.9656181335,50.4660644531,1.15987598896,0.267392992973,0.133976995945,0.0,9.10968780518,78.6190338135,74.0763626099,84.6804504395,92.7899932861,93.8330688477,81.223487854,98.4845199585,76.6226577759,66.2749404907,63.8493499756,,,,,,,,,,,,,44.075340271,15.774266243,14.4584150314,9.55449295044,5.03851127625,11.631280899,9.35671520233,10.3899068832,12.674197197,4.17647504807,30.0854110718,58.6019248962,10.3512487411,7.27569389343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,92.5518035889,75.1142807007,23.8981933594,30.4929676056,34.3237838745,32.1045837402,26.9129390717,13.8376941681,37.0992202759,26.6428260803,26.9595870972,42.2314529419,5017.0,0.255654575401,241.532680979,117.300385426,1654.09201765,154.665931523,1703118.0,1100.0,5.0,2.0
1642,447.488830566,435.971252441,638.865783691,648.414001465,1053.77172852,1505.7545166,1471.12402344,1679.45300293,1362.66589355,792.400024414,550.07611084,561.972839355,0.923351466656,0.83297753334,0.926183760166,0.939477801323,0.783596396446,0.668251991272,0.594311833382,0.540921807289,0.485017299652,0.449352562428,0.391641288996,0.37763234973,0.376751184464,0.351232260466,0.36322298646,0.363926827908,0.376934409142,0.433366179466,0.518684446812,0.554387032986,0.614874124527,0.800493955612,0.902166485786,1.0,0.0093160001561,2.10980200768,9.69365501404,28.2485256195,185.528671265,502.067932129,479.907287598,660.282043457,476.429626465,164.873565674,20.4462242126,0.0522750020027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8479919434,140.850708008,91.2167510986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34577894211,3.60537695885,3.60743403435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9614181519,27.1470451355,30.620059967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44951200485,8.44362831116,6.98382091522,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63061.0,0.513133255985,875.03959194,448.839534369,3903.71319707,711.300999861,2108298.0,1720.0,11.0,3.0
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2657928467,74.6036987305,83.2356719971,81.7125244141,84.6380004883,83.9434356689,90.0494766235,91.0496520996,86.6773376465,90.3555603027,84.8903503418,86.3963851929,5.1664018631,3.79030299187,4.00698518753,4.4798913002,3.658162117,3.77989912033,3.60864114761,4.31692886353,4.46875619888,6.07573223114,6.79746723175,5.94862318039,49.3860206604,28.6515789032,50.6842956543,74.0777740479,133.400405884,229.364440918,215.392105103,231.859313965,193.544464111,130.805358887,58.470905304,66.7077941895,33.423614502,17.6497573853,18.98072052,22.0223274231,20.2964878082,19.0662479401,31.3007583618,31.8992595673,35.1496429443,46.4929084778,27.1513462067,25.5665206909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,210192.0,2085.0,8.0,4.0
1800,662.039367676,486.96685791,569.320556641,532.184753418,883.029785156,1339.4128418,1440.19189453,1448.35351562,1135.55712891,605.393188477,583.178222656,567.587097168,0.771895051003,0.816291034222,0.994019448757,1.0,0.835564792156,0.663657724857,0.545632719994,0.493439823389,0.451954603195,0.421823620796,0.423032701015,0.410040855408,0.339701324701,0.395137280226,0.395050227642,0.374041259289,0.327249020338,0.329765468836,0.374776035547,0.425561189651,0.494256466627,0.57037872076,0.601068794727,0.793075442314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48401424268,1004.14061265,430.41534594,3104.07535871,601.451138955,2187504.0,2075.0,9.0,1.0
1953,402.578887939,331.53503418,306.748504639,333.473693848,430.561859131,1132.59179688,1136.46057129,1221.66577148,803.799316406,408.559020996,372.789123535,545.382446289,1.0,0.982487142086,0.882827281952,0.799081146717,0.505087196827,0.356634318829,0.297443568707,0.269458413124,0.249964490533,0.232103779912,0.190994143486,0.181484863162,0.380633026361,0.506354093552,0.380483478308,0.291551321745,0.29300865531,0.342713057995,0.451059192419,0.487521320581,0.505225658417,0.567291617393,0.725739836693,0.953948438168,0.0274379998446,0.0501670017838,6.87408590317,17.772310257,112.348464966,638.533630371,605.422668457,676.193481445,383.175201416,84.6336212158,0.919955015182,0.0723860040307,36.9502830505,34.3917312622,35.7624740601,39.2497711182,43.9984321594,43.9596214294,42.242313385,43.2982521057,40.9855041504,38.7649803162,36.7725982666,31.8921031952,,,,,,,,,,,,,53.1855049133,24.0921287537,16.8091754913,9.35115623474,21.9849777222,105.367614746,106.555427551,112.351097107,68.4581680298,18.8011169434,31.2757511139,58.8925552368,,,,,,,,,,,,,,,,,,,,,,,,,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,62175.0,0.411274417382,827.363515906,414.009636209,2986.60311206,567.123409939,1964506.0,1600.0,8.0,2.0
2129,871.519287109,666.277038574,808.880493164,839.51361084,1122.2824707,1703.04968262,1764.66821289,1909.83325195,1568.9675293,1140.80090332,803.306335449,963.048400879,0.969111979008,1.0,0.976281404495,0.905527472496,0.75724285841,0.576078951359,0.48726144433,0.444117158651,0.415048927069,0.399203598499,0.379775673151,0.410734832287,0.516443729401,0.474736124277,0.458998739719,0.459861516953,0.485098719597,0.531529307365,0.555968940258,0.580946445465,0.604778647423,0.731541275978,0.777278125286,0.86503046751,10.0756454468,1.26281106472,48.0916404724,122.545265198,344.335083008,789.619018555,835.208251953,945.836486816,662.707763672,297.439880371,34.3376731873,1.76626598835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,86701.0,0.525741669058,941.03693909,496.90248782,3501.67013677,638.136712774,2080692.0,2042.0,7.0,2.0
2156,795.117431641,634.237365723,935.371032715,725.307800293,1024.51611328,1295.90161133,1197.41638184,1359.27832031,1082.65197754,691.846862793,745.731262207,781.938415527,0.848298311234,0.871869266033,0.794703245163,0.647896945477,0.543757736683,0.455337822437,0.349227100611,0.27003595233,0.231121957302,0.219150543213,0.222332626581,0.224479645491,0.288456827402,0.539816200733,0.56396228075,0.501935184002,0.654797136784,0.615362107754,0.723783969879,0.805007517338,0.822406888008,0.924623310566,1.0,0.954126298428,115.853134155,49.8971939087,124.183456421,112.408203125,307.734283447,608.746459961,511.780853271,665.231506348,486.904693604,191.167175293,126.263694763,161.198120117,51.3593139648,46.5068855286,56.1611824036,50.8596496582,58.9830665588,53.0432472229,56.8595275879,47.1590881348,56.1574440002,53.7640800476,46.7429275513,42.9643554688,3.44907903671,3.7561841011,3.91544008255,1.9641970396,2.35645508766,7.61834621429,5.4866309166,4.13351583481,2.81572699547,3.36880517006,7.47085428238,7.96745824814,21.8727779388,12.8046379089,25.7702503204,21.3524246216,54.9088287354,111.893882751,92.8871841431,113.548904419,87.8409729004,40.0437393188,26.2660541534,34.1796913147,4.20160102844,2.96566700935,6.01087713242,3.43770599365,3.56007194519,2.42251706123,4.51191902161,5.49037122726,4.51511526108,3.99423503876,17.0694446564,18.6382389069,62.3892860413,50.3668518066,71.4038085938,55.9898910522,67.5565185547,53.7850761414,57.3982048035,60.4951972961,27.9401798248,28.778875351,46.4872817993,52.6774940491,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,46464.0,0.287713458255,964.396279721,541.110248901,3291.30832831,527.722391592,2097720.0,1780.0,7.0,2.0
2233,438.608520508,362.535614014,421.741729736,418.921569824,698.391357422,1246.45349121,1380.23535156,1525.32666016,1107.61730957,718.846618652,512.21282959,591.98248291,0.990884363651,1.0,0.859961152077,0.445311397314,0.440608888865,0.447270274162,0.425147861242,0.390228509903,0.363541156054,0.369702488184,0.370758503675,0.340678364038,0.390969514847,0.354587554932,0.294307380915,0.282418757677,0.291237354279,0.338941812515,0.456895202398,0.60842859745,0.790774285793,0.827449858189,0.933343589306,0.983503520489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,0.0,0.701306882396,993.393183458,487.804353499,3124.49931431,597.530239676,1866036.0,3300.0,4.0,4.0
2242,1318.31213379,871.900939941,1128.7857666,1160.09301758,1763.82568359,2764.42260742,2802.57885742,2910.15722656,2171.86694336,1285.9708252,1138.13378906,1521.56994629,0.852017700672,0.986698031425,1.0,0.991848170757,0.768217742443,0.46279913187,0.332674086094,0.292535990477,0.272407650948,0.256169289351,0.289075762033,0.467448562384,0.58085244894,0.588212192059,0.534581899643,0.417241692543,0.417177826166,0.41202417016,0.448215544224,0.519948899746,0.546462595463,0.540131270885,0.696532666683,0.801693320274,40.6926116943,27.7079429626,88.5623474121,186.422790527,562.33001709,1240.62097168,1210.21789551,1327.65234375,820.608886719,288.066375732,54.3898353577,29.7387123108,55.5041503906,45.5639801025,58.2892951965,55.6985969543,59.7869110107,68.854675293,64.876914978,61.8659591675,57.4886627197,50.9190139771,53.0642089844,61.8703460693,6.51113605499,4.63503313065,5.44193792343,5.6935210228,7.78261709213,6.97494697571,7.10356903076,6.27811717987,5.10263490677,5.99552631378,5.66999292374,6.66044712067,126.014045715,74.8442382812,70.265625,78.0513839722,205.79234314,428.720092773,437.366638184,470.095306396,335.813842773,118.281517029,97.5451507568,174.336853027,25.6090717316,16.8995475769,23.3759689331,16.5584430695,19.6548728943,24.6726112366,19.8811435699,19.9336051941,17.827287674,13.8194875717,23.0442485809,30.8052921295,117.31640625,80.6011352539,89.759765625,92.4361953735,96.1019515991,102.475135803,107.564849854,93.3067474365,63.8372116089,66.5952606201,80.2725601196,104.380340576,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,162697.0,0.592793527062,1861.77398475,891.251432283,5472.38194784,1118.12984118,2364578.0,3500.0,4.0,2.0
2470,423.367523193,347.877044678,329.892974854,319.045318604,425.697631836,775.455200195,690.19128418,876.720458984,660.190002441,476.443359375,467.7734375,485.974853516,0.486750334501,0.601292073727,0.929106652737,1.0,0.742218852043,0.500413000584,0.40522941947,0.376392662525,0.35279750824,0.323491334915,0.292093485594,0.270649701357,0.28290528059,0.21221344173,0.192378476262,0.215622976422,0.24325029552,0.263391852379,0.226357728243,0.229374140501,0.244163364172,0.283613324165,0.369580984116,0.448976755142,0.01640499942,0.0163540001959,0.0128180002794,0.0,61.4230766296,266.210693359,269.035766602,342.723815918,200.276092529,88.2752380371,19.6470355988,3.51213216782,38.7429847717,37.7437400818,43.6224441528,45.1294746399,49.8737182617,53.5342254639,53.736492157,55.3870201111,52.2227935791,50.289264679,40.7620048523,37.9647254944,8.40750312805,4.87882995605,4.16545915604,0.255493015051,1.85592401028,2.75258898735,0.861220002174,1.46917402744,2.75774002075,2.53893303871,2.81411194801,4.42494726181,68.9044342041,44.3236236572,34.8590774536,20.6573467255,29.4253349304,90.947807312,91.9209747314,111.960044861,71.7401046753,40.4012985229,42.2231559753,76.7087249756,0.0128350006416,0.0184450000525,0.0176630001515,0.018819000572,0.0121889999136,0.0155720002949,0.0175950005651,0.0221510007977,0.0121039999649,0.0228819996119,0.0199069995433,0.0166260004044,53.6152458191,44.4609336853,28.0213890076,0.177752003074,0.165359005332,0.104685999453,0.0801720023155,0.106164999306,0.154513001442,0.154751002789,0.213656008244,0.256190001965,54.4539604187,54.2918128967,53.8013458252,45.0641975403,60.610168457,66.6440124512,55.881362915,59.3368186951,48.2343559265,59.2536697388,52.26014328,65.1731872559,43549.0,0.237297134583,1061.7241362,379.594817962,2581.08785359,357.607095713,1738240.0,1550.0,3.0,
2814,682.811157227,636.390319824,851.087219238,899.704101562,1337.49414062,1933.54248047,1828.03637695,1906.61437988,1476.73779297,980.306762695,844.051696777,957.903381348,0.930369794369,0.871340036392,0.999173223972,0.975701272488,0.683263480663,0.52299541235,0.398562222719,0.295359760523,0.267125815153,0.247632592916,0.270512342453,0.285433113575,0.302659392357,0.363735407591,0.390283018351,0.418610811234,0.469124853611,0.534814894199,0.625240683556,0.683421134949,0.721533596516,0.781123280525,0.963261008263,1.0,0.313428997993,0.187459006906,5.05629301071,31.0749130249,280.611938477,779.891052246,860.258850098,1093.28112793,765.385437012,225.71786499,10.5314493179,3.46663999557,45.0502891541,39.0084571838,48.9465370178,48.5462875366,52.4236831665,55.1562614441,55.2050361633,57.6921882629,55.7981491089,56.7450332642,49.6276245117,45.4544143677,4.51015090942,4.63175201416,6.41379404068,4.45804595947,4.95680904388,4.25865316391,4.52454996109,3.9060561657,3.73306417465,4.2421631813,4.60681295395,4.31298494339,54.3378143311,25.6934947968,21.2663536072,19.6369037628,71.9215087891,167.781738281,179.914260864,207.719177246,154.825790405,94.7071380615,72.9960632324,64.9277801514,13.4602432251,10.4031505585,18.6556816101,11.8376102448,11.8645210266,11.6768074036,9.64705848694,9.59998512268,11.0182781219,13.7561626434,14.5134439468,14.5307331085,111.565803528,105.407325745,130.795059204,89.1694717407,96.6159820557,76.5362625122,89.3150405884,77.5775985718,72.0115280151,76.25340271,81.3926544189,85.5817718506,54.4539604187,54.2918128967,53.8013458252,45.0641975403,60.610168457,66.6440124512,55.881362915,59.3368186951,48.2343559265,59.2536697388,52.26014328,65.1731872559,85723.0,0.36299286953,1198.05565804,713.92565028,4009.62116528,735.300613005,2196332.0,1860.0,7.0,2.0
2829,580.558166504,539.25378418,553.614501953,583.910644531,793.628173828,845.642944336,1054.70166016,1074.71374512,699.540100098,485.463287354,383.936645508,403.776580811,1.0,0.950579285622,0.876550257206,0.790927410126,0.639348506927,0.494106352329,0.41895070672,0.391358405352,0.370078504086,0.358564347029,0.375289231539,0.47515937686,0.602843403816,0.645775794983,0.619198262691,0.608361959457,0.62023639679,0.62596321106,0.669569671154,0.689556956291,0.745513856411,0.909188628197,0.930812418461,0.955396652222,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,71.436958313,69.7590560913,78.041885376,78.4300460815,84.4472427368,86.5137863159,91.4363555908,87.4721908569,82.2385864258,79.1691741943,65.5933074951,55.6785202026,,,,,,,,,,,,,77.022567749,52.3434944153,53.9823951721,49.4020347595,52.5004043579,52.5939559937,73.098739624,79.2204589844,54.0663070679,37.9092025757,53.0650749207,71.0281295776,15.5853796005,14.1449518204,13.922252655,13.6916646957,7.63102817535,5.38114595413,9.45177936554,5.99362230301,3.89728403091,5.91622114182,3.32912707329,4.70031309128,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,56970.0,0.414099836015,456.961992933,262.147573958,2267.77812926,383.685135747,1975600.0,,,2.0
2925,440.091583252,420.640594482,431.874664307,613.906005859,1136.62792969,1718.15649414,1818.07580566,1787.03076172,1537.72827148,1081.0168457,646.070739746,676.430236816,0.770725011826,0.917060017586,1.0,0.958636939526,0.847460269928,0.710709691048,0.592306733131,0.516722381115,0.477802038193,0.456089228392,0.432770460844,0.432633370161,0.49619564414,0.429722964764,0.446431100368,0.400312542915,0.394681662321,0.413492202759,0.438242971897,0.469225853682,0.566004216671,0.748105347157,0.796592473984,0.757906496525,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,,0.728581578403,912.433323182,444.706010284,3311.86737315,789.529654986,2117328.0,2330.0,3.0,4.0
2986,195.346389771,152.451126099,236.624206543,223.211517334,406.962188721,700.921142578,746.135681152,1271.47058105,718.620483398,471.894714355,307.255645752,321.393066406,0.897276937962,0.788494467735,0.708341538906,0.661123633385,0.60778349638,0.570225596428,0.512625575066,0.460983812809,0.447520762682,0.411705076694,0.388937205076,0.383960306644,0.400585442781,0.400704056025,0.415649682283,0.478202730417,0.586003482342,0.684953331947,0.818163871765,0.949722766876,1.0,0.997333645821,0.970739006996,0.951029479504,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,,0.650151196593,388.09102299,219.846072461,3091.65867488,567.426216482,2128336.0,2310.0,6.0,2.0
3224,345.363342285,345.205810547,342.858825684,303.365875244,375.72668457,776.547363281,881.572692871,950.912109375,845.806152344,480.679351807,404.729888916,584.21697998,0.802907586098,0.878658890724,1.0,0.934765577316,0.805784106255,0.609705030918,0.445792078972,0.3611536026,0.322032064199,0.315454572439,0.315720081329,0.318213909864,0.367183417082,0.391405403614,0.386349529028,0.390213340521,0.374255806208,0.396505624056,0.446711808443,0.459401369095,0.541292250156,0.564508855343,0.624991834164,0.729286670685,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,,0.434545466593,659.470048633,291.430324162,2726.77326616,411.994569561,1939480.0,2000.0,10.0,
3367,770.068054199,693.282714844,785.774963379,759.827026367,1123.08361816,1898.84667969,2019.37304688,2290.46801758,1860.79187012,1220.07983398,886.662719727,1050.3671875,1.0,0.994234263897,0.960397839546,0.821759581566,0.714432895184,0.710227072239,0.663468003273,0.732144832611,0.61514300108,0.459226638079,0.343675225973,0.243654161692,0.303966641426,0.380356878042,0.388042986393,0.403033941984,0.43999543786,0.492809921503,0.565915167332,0.650570571423,0.697706878185,0.771467030048,0.917002797127,0.939528346062,0.743885993958,0.52530002594,20.5377521515,64.2750091553,290.18081665,824.413208008,893.96081543,1040.20678711,727.1328125,280.976196289,30.8767261505,3.31154894829,52.5956039429,52.9827461243,54.2080535889,59.1400413513,67.1287536621,68.9264144897,69.7964401245,72.4092025757,69.3744354248,67.835609436,60.0050697327,57.4065513611,5.23611927032,5.71422719955,4.49624490738,6.82849216461,5.7605009079,7.04940700531,8.24855327606,4.9961810112,6.9212269783,6.29467487335,7.31346797943,8.44310092926,99.3374252319,49.6464271545,44.8812599182,42.1957511902,114.935317993,277.721069336,302.366943359,339.091308594,258.931549072,118.329605103,80.3768997192,116.361686707,0.0904230028391,0.0493509992957,0.064906001091,0.0862409994006,0.244341000915,0.122077003121,0.117810003459,0.167687997222,0.147458001971,0.110517002642,0.0474300011992,0.0949280038476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.965438843,135.115203857,178.120300293,160.399917603,182.655441284,181.267501831,201.549133301,248.66607666,223.576797485,231.704406738,190.522872925,241.95892334,76421.0,0.530816037993,1063.81519306,599.387396624,4343.68816694,835.619776627,2168756.0,2800.0,4.0,4.0
3456,380.942596436,299.296264648,287.500610352,313.991699219,483.534393311,840.551269531,796.180053711,841.173400879,762.051452637,410.527709961,350.391906738,350.026000977,0.946635901928,0.907758951187,0.496346086264,0.402398437262,0.368112832308,0.348851114511,0.330888271332,0.330572009087,0.310213267803,0.31744453311,0.448602795601,0.701348304749,0.7066822052,0.605076253414,0.55736541748,0.591494202614,0.626745998859,0.723228514194,0.772133350372,0.814643681049,0.875985682011,0.908433198929,0.99673563242,1.0,0.0,0.0,0.0,18.0868778229,171.610168457,452.101501465,415.230529785,480.78604126,374.652404785,91.4750671387,4.02039813995,0.0,75.1071777344,66.867225647,72.8431625366,73.8374252319,76.1009597778,80.5788955688,85.5635528564,82.1081619263,90.8470687866,78.4017715454,65.9996643066,74.837059021,2.21742892265,2.02517604828,2.18837594986,2.14866399765,1.45933103561,2.13339805603,1.56719601154,1.52153408527,1.69923508167,1.69937098026,2.12103915215,1.32013499737,59.2673912048,30.8836803436,25.1375598907,20.0080986023,59.5577507019,126.588699341,117.571662903,130.601699829,107.799041748,33.0268707275,36.1007232666,68.459274292,0.765340030193,0.748714029789,1.68658697605,0.0,0.835022985935,2.60183310509,5.24761104584,0.845869004726,2.0580201149,2.37814712524,4.03647994995,5.44511699677,9.92118358612,5.33125114441,2.79002308846,1.97368299961,1.96028697491,0.830484032631,0.820828020573,0.10897000134,4.81740903854,15.7964849472,26.5524539948,7.38085603714,106.469825745,87.3835220337,80.9896011353,81.2835617065,71.271446228,76.5543670654,64.556602478,67.1676635742,78.7634506226,87.2367553711,123.476318359,89.6069641113,59981.0,0.622255595717,411.956102579,247.976987119,1813.50694243,354.78761491,1885730.0,1720.0,10.0,2.0
3482,388.215148926,297.125457764,324.467254639,348.164428711,538.732788086,723.098388672,742.612243652,773.599365234,679.060119629,421.194580078,286.906066895,336.082672119,0.263426572084,0.253445357084,0.475719183683,0.644815921783,0.596774816513,0.457474321127,0.364818632603,0.329572141171,0.433347642422,0.592846095562,1.0,0.959018409252,0.381552577019,0.281806766987,0.32089188695,0.387133896351,0.458520799875,0.54756462574,0.568540096283,0.56642639637,0.579323232174,0.377629816532,0.361901968718,0.307403534651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1455574036,1.69277501106,0.901476025581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27914714813,39.5672798157,37.9289207458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11302399635,0.877642035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14620709419,11.7052316666,25.0122032166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1057004929,13.8947973251,14.4864654541,106.469825745,87.3835220337,80.9896011353,81.2835617065,71.271446228,76.5543670654,64.556602478,67.1676635742,78.7634506226,87.2367553711,123.476318359,89.6069641113,0.0,0.291153870028,1035.23562976,255.19026919,1822.47292376,338.031883514,1777138.0,1840.0,9.0,1.0
3723,541.252685547,484.536315918,515.109069824,482.072479248,725.89630127,1358.32299805,1033.51123047,1508.69567871,1365.37414551,1028.60083008,768.252075195,903.04309082,0.575262486935,0.593629479408,0.57265073061,0.877876877785,1.0,0.624331057072,0.451939731836,0.380443781614,0.332653969526,0.305694282055,0.289209634066,0.287592798471,0.271852821112,0.250298082829,0.293139338493,0.378015339375,0.488610237837,0.542659461498,0.575779497623,0.624024629593,0.596345067024,0.627464473248,0.661915838718,0.59183204174,0.525776028633,0.897787034512,26.7950935364,48.2178153992,184.446746826,496.093383789,389.763824463,682.442382812,544.19140625,254.136886597,54.9558677673,10.827249527,86.5123214722,78.1401596069,86.3941040039,83.7216033936,77.1509475708,54.3731079102,52.8921356201,64.0538253784,71.1261978149,68.7832565308,56.7885856628,49.2671585083,3.79439997673,3.42720007896,3.78921508789,3.67200016975,3.86816310883,3.5130841732,2.67496705055,4.57123184204,5.58273220062,5.50074100494,5.22614002228,5.82914733887,135.0806427,122.008323669,134.896057129,130.723205566,128.898147583,172.334945679,138.718399048,229.001098633,209.449386597,156.872787476,115.695487976,115.643722534,47.0505599976,42.4972801208,46.9862670898,45.5328025818,35.8101425171,4.23339128494,6.73036813736,13.3309755325,15.1726875305,13.8274431229,11.5007381439,15.2967195511,50.2270431519,52.786529541,54.1452560425,41.9189910889,49.9980049133,43.7934112549,32.8278160095,59.9032249451,68.1835021973,85.5590667725,80.2075653076,88.9342269897,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,100332.0,0.413885395203,1427.56239477,460.427163125,2983.79479027,559.953312239,2071834.0,1551.0,3.0,2.0
