,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,fraction_1,fraction_2,fraction_3,fraction_4,fraction_5,fraction_6,fraction_7,fraction_8,fraction_9,fraction_10,fraction_11,fraction_12,fraction_13,fraction_14,fraction_15,fraction_16,fraction_17,fraction_18,fraction_19,fraction_20,fraction_21,fraction_22,fraction_23,fraction_24,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,mins_hvac,autocorr,max_seasonal_12,stdev_seasonal_12,max_trend_12,stdev_trend_12,max_seasonal_daily,stdev_seasonal_daily,max_trend_daily,stdev_trend_daily,max_seasonal_weekly,stdev_seasonal_weekly,max_trend_weekly,stdev_trend_weekly,disag_fridge,cluster_small,cluster_big,lt_500,bet_500_1000,gt_1000,temperature_corr,daily_usage_1,daily_usage_2,daily_usage_3,daily_usage_4,daily_usage_5,daily_usage_6,daily_usage_7,seasonal_energy_5,seasonal_energy_6,seasonal_energy_7,seasonal_energy_8,seasonal_energy_9,seasonal_energy_10,fft_1,fft_2,fft_3,fft_4,fft_5,area,num_rooms,total_occupants
1334,307.864196777,226.051452637,314.047149658,318.607727051,263.513244629,312.818054199,302.7059021,248.782485962,353.104278564,234.46206665,267.034667969,341.524810791,0.738057672977,0.864281952381,0.967375457287,1.0,0.919679939747,0.781073331833,0.419427841902,0.176324233413,0.0902377068996,0.0650558769703,0.0336124449968,0.0233315397054,0.0,0.0451662503183,0.322226941586,0.310816287994,0.266641110182,0.22042375803,0.231476962566,0.237331137061,0.255652844906,0.368101030588,0.409781575203,0.548629522324,0.150518000126,0.208215996623,0.293675005436,0.202572003007,0.337806999683,45.3923797607,31.1945419312,34.9656181335,50.4660644531,1.15987598896,0.267392992973,0.133976995945,0.0,9.10968780518,78.6190338135,74.0763626099,84.6804504395,92.7899932861,93.8330688477,81.223487854,98.4845199585,76.6226577759,66.2749404907,63.8493499756,,,,,,,,,,,,,44.075340271,15.774266243,14.4584150314,9.55449295044,5.03851127625,11.631280899,9.35671520233,10.3899068832,12.674197197,4.17647504807,30.0854110718,58.6019248962,10.3512487411,7.27569389343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,92.5518035889,75.1142807007,23.8981933594,30.4929676056,34.3237838745,32.1045837402,26.9129390717,13.8376941681,37.0992202759,26.6428260803,26.9595870972,42.2314529419,5017.0,0.255654575401,11.4236225144,5.84853038946,3776.06391398,287.882655584,241.532680979,117.300385426,1654.09201765,154.665931523,343.675746024,135.89505893,729.871081727,96.0403304462,1703118.0,100.30698313,1558.32152882,0.979535877158,0.0144316804249,0.0060324424176,0.708340155019,388.617736816,377.045776367,360.418121338,374.689971924,373.945129395,445.664855957,443.147583008,548462.681307,550308.054707,558213.147879,543588.623941,548751.303513,543369.48841,172.909008564,108.735996755,10.3809130687,23.0703892548,10.4007274844,1100.0,5.0,2.0
1642,447.488830566,435.971252441,638.865783691,648.414001465,1053.77172852,1505.7545166,1471.12402344,1679.45300293,1362.66589355,792.400024414,550.07611084,561.972839355,0.881855070591,0.742554247379,0.886220753193,0.906711995602,0.666438996792,0.488648980856,0.374678909779,0.29238435626,0.206214085221,0.151241019368,0.0622858069837,0.040692679584,0.0393344499171,0.0,0.0184823255986,0.0195671990514,0.0396168678999,0.126599878073,0.258108049631,0.313139468431,0.406373262405,0.692484617233,0.849201023579,1.0,0.0093160001561,2.10980200768,9.69365501404,28.2485256195,185.528671265,502.067932129,479.907287598,660.282043457,476.429626465,164.873565674,20.4462242126,0.0522750020027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8479919434,140.850708008,91.2167510986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34577894211,3.60537695885,3.60743403435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9614181519,27.1470451355,30.620059967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44951200485,8.44362831116,6.98382091522,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63061.0,0.513133255985,35.0681683656,26.3803638928,6564.99446615,1034.86447503,875.03959194,448.839534369,3903.71319707,711.300999861,1318.26980973,494.399933411,2826.94250806,631.937719399,2108298.0,105.60711747,1474.58089559,0.768940907793,0.116699971453,0.114359120754,0.667148912992,1200.68566895,1208.67077637,1227.95471191,1359.80541992,1199.62670898,1221.53479004,1318.12646484,2086229.50659,2140982.40284,2154499.58377,2083622.38073,2157220.05248,2078027.53417,206.608701436,30.99018132,5.62088539201,14.6203818576,16.0975144262,1720.0,11.0,3.0
1800,662.039367676,486.96685791,569.320556641,532.184753418,883.029785156,1339.4128418,1440.19189453,1448.35351562,1135.55712891,605.393188477,583.178222656,567.587097168,0.660937011242,0.726928710938,0.991110265255,1.0,0.755577802658,0.500049352646,0.324612975121,0.247031643987,0.185366615653,0.140578910708,0.142376124859,0.123064599931,0.0185095053166,0.100911393762,0.100782006979,0.0695535615087,0.0,0.00374054349959,0.0706457719207,0.14613455534,0.24824552238,0.361396253109,0.407015055418,0.692420303822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.48401424268,44.8017923344,30.421499384,7798.95558675,965.110563481,1004.14061265,430.41534594,3104.07535871,601.451138955,2043.54987315,524.86383678,2339.8619566,517.177199929,2187504.0,103.577137508,1683.80925917,0.814930059949,0.0823008849558,0.102769055096,0.610122385721,1476.33276367,1162.18078613,1038.91394043,1052.72094727,975.977050781,1168.96276855,1159.05651855,1779385.1905,1858468.21654,1812484.36102,1807170.08907,1820296.77117,1765026.82044,142.038008541,50.0670910652,16.1575194389,14.4373267006,10.0344634721,2075.0,9.0,1.0
1953,402.578887939,331.53503418,306.748504639,333.473693848,430.561859131,1132.59179688,1136.46057129,1221.66577148,803.799316406,408.559020996,372.789123535,545.382446289,1.0,0.978604137897,0.85684722662,0.754532516003,0.395352959633,0.213984370232,0.141669586301,0.107479423285,0.0836632400751,0.0618423558772,0.0116177191958,0.0,0.24330419302,0.396900653839,0.243121489882,0.134470909834,0.136251360178,0.196976453066,0.329345583916,0.373892277479,0.39552205801,0.471349567175,0.664929628372,0.943737626076,0.0274379998446,0.0501670017838,6.87408590317,17.772310257,112.348464966,638.533630371,605.422668457,676.193481445,383.175201416,84.6336212158,0.919955015182,0.0723860040307,36.9502830505,34.3917312622,35.7624740601,39.2497711182,43.9984321594,43.9596214294,42.242313385,43.2982521057,40.9855041504,38.7649803162,36.7725982666,31.8921031952,,,,,,,,,,,,,53.1855049133,24.0921287537,16.8091754913,9.35115623474,21.9849777222,105.367614746,106.555427551,112.351097107,68.4581680298,18.8011169434,31.2757511139,58.8925552368,,,,,,,,,,,,,,,,,,,,,,,,,50.9759292603,48.4096946716,54.5570793152,51.0727767944,51.2056007385,52.8695259094,54.1688690186,53.93516922,52.5987319946,23.4549350739,0.0,0.0,62175.0,0.411274417382,32.7213866928,24.3304524275,7057.63332113,950.632689857,827.363515906,414.009636209,2986.60311206,567.123409939,1654.03936705,492.358490983,2131.21775544,493.184189873,1964506.0,93.7231624732,1814.82255623,0.779417642021,0.0688267199543,0.151755638025,0.844746668903,781.98614502,707.878723145,854.842163086,746.33380127,869.025695801,999.273986816,862.202636719,1851479.99789,1879561.35394,1904066.58439,1830818.34862,1876556.52119,1855886.47244,147.573909934,74.0854478887,6.55886951808,16.3288258257,27.9959520738,1600.0,8.0,2.0
2129,871.519287109,666.277038574,808.880493164,839.51361084,1122.2824707,1703.04968262,1764.66821289,1909.83325195,1568.9675293,1140.80090332,803.306335449,963.048400879,0.950198590755,1.0,0.96175801754,0.847680032253,0.608597874641,0.316503673792,0.173301413655,0.10373903811,0.0568717457354,0.0313240289688,0.0,0.0499160401523,0.220352649689,0.153106600046,0.127732887864,0.129123970866,0.169814437628,0.244675353169,0.284079879522,0.324351638556,0.362776786089,0.567158639431,0.640901088715,0.78238594532,10.0756454468,1.26281106472,48.0916404724,122.545265198,344.335083008,789.619018555,835.208251953,945.836486816,662.707763672,297.439880371,34.3376731873,1.76626598835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86701.0,0.525741669058,38.7400973778,17.3806361804,7033.99723307,991.674920938,941.03693909,496.90248782,3501.67013677,638.136712774,2033.18893559,583.776421871,2855.96140367,580.265097115,2080692.0,106.896173622,1504.93912042,0.629831572937,0.13862403654,0.231544390522,0.779064725283,1589.63439941,1471.9934082,1500.73291016,1495.81958008,1660.33007812,1666.9732666,1714.35290527,2485588.53724,2530100.36429,2553588.83343,2479000.94682,2519195.03554,2486072.00783,151.042841396,61.7861179449,16.724474488,5.12101260365,5.9291727545,2042.0,7.0,2.0
2156,795.117431641,634.237365723,935.371032715,725.307800293,1024.51611328,1295.90161133,1197.41638184,1359.27832031,1082.65197754,691.846862793,745.731262207,781.938415527,0.805722296238,0.835908472538,0.737085342407,0.549076914787,0.415710330009,0.30247476697,0.166583389044,0.0651667192578,0.0153312543407,0.0,0.00407514022663,0.00682474672794,0.0887575447559,0.410662561655,0.441585421562,0.362150013447,0.557913661003,0.507410883904,0.646262049675,0.750281512737,0.772564172745,0.903468251228,1.0,0.941251516342,115.853134155,49.8971939087,124.183456421,112.408203125,307.734283447,608.746459961,511.780853271,665.231506348,486.904693604,191.167175293,126.263694763,161.198120117,51.3593139648,46.5068855286,56.1611824036,50.8596496582,58.9830665588,53.0432472229,56.8595275879,47.1590881348,56.1574440002,53.7640800476,46.7429275513,42.9643554688,3.44907903671,3.7561841011,3.91544008255,1.9641970396,2.35645508766,7.61834621429,5.4866309166,4.13351583481,2.81572699547,3.36880517006,7.47085428238,7.96745824814,21.8727779388,12.8046379089,25.7702503204,21.3524246216,54.9088287354,111.893882751,92.8871841431,113.548904419,87.8409729004,40.0437393188,26.2660541534,34.1796913147,4.20160102844,2.96566700935,6.01087713242,3.43770599365,3.56007194519,2.42251706123,4.51191902161,5.49037122726,4.51511526108,3.99423503876,17.0694446564,18.6382389069,62.3892860413,50.3668518066,71.4038085938,55.9898910522,67.5565185547,53.7850761414,57.3982048035,60.4951972961,27.9401798248,28.778875351,46.4872817993,52.6774940491,,,,,,,,,,,,,46464.0,0.287713458255,90.2924145041,47.7309999014,7550.75276693,1020.58876903,964.396279721,541.110248901,3291.30832831,527.722391592,1551.81217263,609.189816151,2373.77207393,398.688004353,2097720.0,103.398775556,2220.83199084,0.574022266629,0.136197544961,0.28978018841,1.05593699783,1337.84143066,1389.46069336,1282.54040527,1290.96765137,1224.04064941,1121.37329102,1181.8626709,2656324.84103,2788408.21873,2750442.46142,2676533.94612,2784252.58572,2665169.53552,203.737431442,27.2173076958,21.5788180692,10.7332711551,6.59380703113,1780.0,7.0,2.0
2233,438.608520508,362.535614014,421.741729736,418.921569824,698.391357422,1246.45349121,1380.23535156,1525.32666016,1107.61730957,718.846618652,512.21282959,591.98248291,0.987296700478,1.0,0.80484598875,0.227002337575,0.220449060202,0.229732170701,0.198903024197,0.1502404809,0.113049782813,0.121636018157,0.123107641935,0.0811888575554,0.151273101568,0.100572302938,0.0165676437318,0.0,0.0122893489897,0.0787688419223,0.243145212531,0.454317688942,0.708429217339,0.759539246559,0.907109618187,0.977010965347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.701306882396,62.1144310503,43.2351888907,6547.45837402,988.163319812,993.393183458,487.804353499,3124.49931431,597.530239676,1309.30243469,522.175011658,2294.22385454,559.396588348,1866036.0,102.9977356,1745.18884363,0.776876962603,0.112731944048,0.110391093349,0.820613394873,992.620788574,999.342956543,1007.00018311,1037.95739746,1002.73052979,1197.60522461,1147.70910645,1980266.46153,2007342.94868,2029978.51013,1960644.23532,2011682.19475,1972259.549,207.622400592,94.3987104122,15.2217573595,34.7816679039,21.5774505426,3300.0,4.0,4.0
2242,1318.31213379,871.900939941,1128.7857666,1160.09301758,1763.82568359,2764.42260742,2802.57885742,2910.15722656,2171.86694336,1285.9708252,1138.13378906,1521.56994629,0.801053822041,0.982116937637,1.0,0.989040732384,0.688393831253,0.277791500092,0.10285243392,0.0488910935819,0.0218307077885,0.0,0.0442392155528,0.284042149782,0.436501413584,0.446395754814,0.374295651913,0.216544434428,0.216458573937,0.209530055523,0.25818541646,0.354623138905,0.39026799798,0.381756156683,0.59202092886,0.733398079872,40.6926116943,27.7079429626,88.5623474121,186.422790527,562.33001709,1240.62097168,1210.21789551,1327.65234375,820.608886719,288.066375732,54.3898353577,29.7387123108,55.5041503906,45.5639801025,58.2892951965,55.6985969543,59.7869110107,68.854675293,64.876914978,61.8659591675,57.4886627197,50.9190139771,53.0642089844,61.8703460693,6.51113605499,4.63503313065,5.44193792343,5.6935210228,7.78261709213,6.97494697571,7.10356903076,6.27811717987,5.10263490677,5.99552631378,5.66999292374,6.66044712067,126.014045715,74.8442382812,70.265625,78.0513839722,205.79234314,428.720092773,437.366638184,470.095306396,335.813842773,118.281517029,97.5451507568,174.336853027,25.6090717316,16.8995475769,23.3759689331,16.5584430695,19.6548728943,24.6726112366,19.8811435699,19.9336051941,17.827287674,13.8194875717,23.0442485809,30.8052921295,117.31640625,80.6011352539,89.759765625,92.4361953735,96.1019515991,102.475135803,107.564849854,93.3067474365,63.8372116089,66.5952606201,80.2725601196,104.380340576,,,,,,,,,,,,,162697.0,0.592793527062,64.2872705574,37.1856984814,9332.18609619,1658.75620572,1861.77398475,891.251432283,5472.38194784,1118.12984118,2452.60047905,934.719540833,4528.83596711,1018.26853831,2364578.0,105.8627642,1939.29870273,0.695917784756,0.120325435341,0.183756779903,0.860120214195,2324.46728516,2303.66308594,2345.546875,2305.21337891,2492.09350586,2349.9206543,2207.80029297,4192576.02015,4336542.5709,4356504.76578,4188515.98901,4335393.77441,4227520.96788,159.119202496,134.358198101,49.5105049641,15.7034673799,19.3002475557,3500.0,4.0,2.0
2470,423.367523193,347.877044678,329.892974854,319.045318604,425.697631836,775.455200195,690.19128418,876.720458984,660.190002441,476.443359375,467.7734375,485.974853516,0.364492326975,0.506318330765,0.912219583988,1.0,0.680814445019,0.381409496069,0.263552844524,0.227847069502,0.198631450534,0.162344440818,0.123467482626,0.0969157144427,0.112090632319,0.0245597213507,0.0,0.0287814233452,0.062989667058,0.087929032743,0.0420732311904,0.0458081625402,0.0641202479601,0.112967319787,0.21941280365,0.31772094965,0.01640499942,0.0163540001959,0.0128180002794,0.0,61.4230766296,266.210693359,269.035766602,342.723815918,200.276092529,88.2752380371,19.6470355988,3.51213216782,38.7429847717,37.7437400818,43.6224441528,45.1294746399,49.8737182617,53.5342254639,53.736492157,55.3870201111,52.2227935791,50.289264679,40.7620048523,37.9647254944,8.40750312805,4.87882995605,4.16545915604,0.255493015051,1.85592401028,2.75258898735,0.861220002174,1.46917402744,2.75774002075,2.53893303871,2.81411194801,4.42494726181,68.9044342041,44.3236236572,34.8590774536,20.6573467255,29.4253349304,90.947807312,91.9209747314,111.960044861,71.7401046753,40.4012985229,42.2231559753,76.7087249756,0.0128350006416,0.0184450000525,0.0176630001515,0.018819000572,0.0121889999136,0.0155720002949,0.0175950005651,0.0221510007977,0.0121039999649,0.0228819996119,0.0199069995433,0.0166260004044,53.6152458191,44.4609336853,28.0213890076,0.177752003074,0.165359005332,0.104685999453,0.0801720023155,0.106164999306,0.154513001442,0.154751002789,0.213656008244,0.256190001965,54.4539604187,54.2918128967,53.8013458252,45.0641975403,60.610168457,66.6440124512,55.881362915,59.3368186951,48.2343559265,59.2536697388,52.26014328,65.1731872559,43549.0,0.237297134583,22.6129413563,13.6611756385,5877.12504069,790.066803368,1061.7241362,379.594817962,2581.08785359,357.607095713,1494.89757219,418.454365094,1376.0899303,255.056109132,1738240.0,96.9129391505,1817.53826105,0.856151869826,0.0943762489295,0.0494718812446,0.623520955801,640.219299316,654.128723145,655.088623047,696.141601562,670.521850586,888.651062012,716.174865723,1363060.25613,1373179.09507,1401982.92437,1340733.14908,1377601.16683,1361095.69508,151.158284855,73.9127243458,55.074252794,40.327032834,30.680355777,1550.0,3.0,
2814,682.811157227,636.390319824,851.087219238,899.704101562,1337.49414062,1933.54248047,1828.03637695,1906.61437988,1476.73779297,980.306762695,844.051696777,957.903381348,0.907451868057,0.828993201256,0.998901128769,0.967703640461,0.57901352644,0.365995168686,0.200606286526,0.0634360015392,0.0259091705084,0.0,0.0304103456438,0.0502421110868,0.0731382220984,0.154316648841,0.189602091908,0.227253630757,0.294393748045,0.381704837084,0.501893222332,0.579223036766,0.629879713058,0.709082722664,0.951168775558,1.0,0.313428997993,0.187459006906,5.05629301071,31.0749130249,280.611938477,779.891052246,860.258850098,1093.28112793,765.385437012,225.71786499,10.5314493179,3.46663999557,45.0502891541,39.0084571838,48.9465370178,48.5462875366,52.4236831665,55.1562614441,55.2050361633,57.6921882629,55.7981491089,56.7450332642,49.6276245117,45.4544143677,4.51015090942,4.63175201416,6.41379404068,4.45804595947,4.95680904388,4.25865316391,4.52454996109,3.9060561657,3.73306417465,4.2421631813,4.60681295395,4.31298494339,54.3378143311,25.6934947968,21.2663536072,19.6369037628,71.9215087891,167.781738281,179.914260864,207.719177246,154.825790405,94.7071380615,72.9960632324,64.9277801514,13.4602432251,10.4031505585,18.6556816101,11.8376102448,11.8645210266,11.6768074036,9.64705848694,9.59998512268,11.0182781219,13.7561626434,14.5134439468,14.5307331085,111.565803528,105.407325745,130.795059204,89.1694717407,96.6159820557,76.5362625122,89.3150405884,77.5775985718,72.0115280151,76.25340271,81.3926544189,85.5817718506,,,,,,,,,,,,,85723.0,0.36299286953,43.4734072056,24.1411563643,10244.563914,1354.71909237,1198.05565804,713.92565028,4009.62116528,735.300613005,2137.93611257,758.522681895,3255.38834867,653.522468173,2196332.0,101.337398671,2040.55160089,0.619310700177,0.10227858247,0.278410717353,0.868280793454,1433.46276855,1623.54821777,1618.87609863,1626.3236084,1651.76086426,1666.7520752,1627.14746094,3297196.0257,3384650.48085,3411604.94052,3271831.14466,3403555.73101,3308474.42385,199.948565074,44.9990724075,13.4660282251,11.5567099758,16.1099748975,1860.0,7.0,2.0
2829,580.558166504,539.25378418,553.614501953,583.910644531,793.628173828,845.642944336,1054.70166016,1074.71374512,699.540100098,485.463287354,383.936645508,403.776580811,1.0,0.922952950001,0.807541489601,0.674055218697,0.437743276358,0.211310356855,0.0941424816847,0.0511260218918,0.0179505739361,0.0,0.0260741338134,0.181771948934,0.380831778049,0.447763413191,0.406329005957,0.389435172081,0.407947480679,0.416875571012,0.484858214855,0.516018390656,0.603255391121,0.858424842358,0.892136394978,0.930463314056,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,71.436958313,69.7590560913,78.041885376,78.4300460815,84.4472427368,86.5137863159,91.4363555908,87.4721908569,82.2385864258,79.1691741943,65.5933074951,55.6785202026,,,,,,,,,,,,,77.022567749,52.3434944153,53.9823951721,49.4020347595,52.5004043579,52.5939559937,73.098739624,79.2204589844,54.0663070679,37.9092025757,53.0650749207,71.0281295776,15.5853796005,14.1449518204,13.922252655,13.6916646957,7.63102817535,5.38114595413,9.45177936554,5.99362230301,3.89728403091,5.91622114182,3.32912707329,4.70031309128,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,56970.0,0.414099836015,16.1652745538,11.7425972837,4329.25559489,590.577792017,456.961992933,262.147573958,2267.77812926,383.685135747,635.054657874,301.100321869,1710.26626928,334.472755063,1975600.0,111.838544379,1533.17042093,0.824693120183,0.065800742221,0.109506137596,1.00561406972,847.386474609,938.632446289,848.690185547,937.227355957,843.800415039,949.202331543,902.059326172,1401713.33255,1437456.202,1446477.98583,1391534.59628,1446112.3835,1399613.0615,203.023924649,88.9677813461,12.8382503724,2.70553914236,20.7456784489,,,2.0
2925,440.091583252,420.640594482,431.874664307,613.906005859,1136.62792969,1718.15649414,1818.07580566,1787.03076172,1537.72827148,1081.0168457,646.070739746,676.430236816,0.621232450008,0.862981259823,1.0,0.931667268276,0.748000919819,0.522085726261,0.326481223106,0.201614111662,0.137316793203,0.10144674778,0.0629235804081,0.0626971200109,0.167703464627,0.0578890740871,0.0854912698269,0.00930236559361,0.0,0.0310754459351,0.0719643235207,0.123148754239,0.283028870821,0.583864152431,0.663966059685,0.600055992603,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728581578403,13.6823773163,7.68287590302,5069.34718831,1055.11676267,912.433323182,444.706010284,3311.86737315,789.529654986,1182.77042333,473.355474485,2714.91840671,738.167673224,2117328.0,111.391781624,1423.88899696,0.707365115615,0.143762489295,0.14887239509,0.635973868209,1291.15991211,1320.37805176,1382.58190918,1443.22961426,1413.00622559,1420.16918945,1374.87097168,1936650.50775,1984909.54239,2011289.68326,1923900.9781,2000454.52128,1944023.85805,213.860171574,64.1972672548,34.6808941795,30.4017646286,28.565624261,2330.0,3.0,4.0
2986,195.346389771,152.451126099,236.624206543,223.211517334,406.962188721,700.921142578,746.135681152,1271.47058105,718.620483398,471.894714355,307.255645752,321.393066406,0.833252608776,0.656669080257,0.526558995247,0.449911534786,0.363325983286,0.302359253168,0.208858788013,0.125030115247,0.103175908327,0.0450372993946,0.00807889271528,0.0,0.0269871130586,0.02717968449,0.0514404959977,0.152981087565,0.327971071005,0.488593608141,0.70483058691,0.918386340141,1.0,0.995671868324,0.952501535416,0.92050755024,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.650151196593,5.21201925089,4.69767671917,3968.27778117,711.470119677,388.09102299,219.846072461,3091.65867488,567.426216482,542.159483746,235.884329059,2240.79662695,497.419674229,2128336.0,94.8625411186,1519.80775411,0.79323437054,0.104681701399,0.102083928062,0.984530117303,577.164794922,595.125854492,657.497070312,675.146057129,706.071899414,679.544372559,617.848327637,1025958.12994,1049047.42641,1071784.62117,1015332.36835,1059327.32355,1036751.35188,228.192851397,58.0069979435,12.8010255814,8.42680356442,6.13327080047,2310.0,6.0,2.0
3224,345.363342285,345.205810547,342.858825684,303.365875244,375.72668457,776.547363281,881.572692871,950.912109375,845.806152344,480.679351807,404.729888916,584.21697998,0.712082743645,0.82274210453,1.0,0.904703974724,0.716284871101,0.429847985506,0.190400108695,0.0667582005262,0.00960855465382,0.0,0.000387869746191,0.00403091823682,0.075566701591,0.110950745642,0.103565022349,0.109209343791,0.0858982428908,0.118401266634,0.191743642092,0.210280865431,0.329908967018,0.363824367523,0.452179282904,0.604535639286,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434545466593,25.0794202459,11.1619280796,6124.79717,652.584776903,659.470048633,291.430324162,2726.77326616,411.994569561,868.000466362,323.169236485,1740.88015697,347.475081109,1939480.0,108.629434125,1674.0379518,0.804852983157,0.124093634028,0.0710533828147,0.732495132939,714.534790039,668.672851562,687.93927002,744.567565918,761.251159668,780.585510254,844.771118164,1198162.88042,1207602.95307,1229262.92874,1191619.11615,1210443.03893,1192538.62458,194.568339307,90.7590955183,33.5636392791,19.9974084561,6.2132951679,2000.0,10.0,
3367,770.068054199,693.282714844,785.774963379,759.827026367,1123.08361816,1898.84667969,2019.37304688,2290.46801758,1860.79187012,1220.07983398,886.662719727,1050.3671875,1.0,0.992376863956,0.947640120983,0.764340102673,0.622438430786,0.616877734661,0.555055379868,0.645856201649,0.491162627935,0.285018384457,0.132242485881,0.0,0.0797419175506,0.180740997195,0.190903156996,0.210723400116,0.259591937065,0.329420387745,0.426076233387,0.538003146648,0.600324213505,0.697845935822,0.890265524387,0.9200476408,0.743885993958,0.52530002594,20.5377521515,64.2750091553,290.18081665,824.413208008,893.96081543,1040.20678711,727.1328125,280.976196289,30.8767261505,3.31154894829,52.5956039429,52.9827461243,54.2080535889,59.1400413513,67.1287536621,68.9264144897,69.7964401245,72.4092025757,69.3744354248,67.835609436,60.0050697327,57.4065513611,5.23611927032,5.71422719955,4.49624490738,6.82849216461,5.7605009079,7.04940700531,8.24855327606,4.9961810112,6.9212269783,6.29467487335,7.31346797943,8.44310092926,99.3374252319,49.6464271545,44.8812599182,42.1957511902,114.935317993,277.721069336,302.366943359,339.091308594,258.931549072,118.329605103,80.3768997192,116.361686707,0.0904230028391,0.0493509992957,0.064906001091,0.0862409994006,0.244341000915,0.122077003121,0.117810003459,0.167687997222,0.147458001971,0.110517002642,0.0474300011992,0.0949280038476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.965438843,135.115203857,178.120300293,160.399917603,182.655441284,181.267501831,201.549133301,248.66607666,223.576797485,231.704406738,190.522872925,241.95892334,76421.0,0.530816037993,51.3565240168,24.9076049164,8679.86940511,1310.87245639,1063.81519306,599.387396624,4343.68816694,835.619776627,1404.79682856,633.082185687,3503.38695126,776.859913364,2168756.0,100.91203326,1776.70970916,0.686097630602,0.134741650014,0.179160719383,0.671135930753,1642.34313965,1742.57336426,1701.6295166,1669.40576172,1708.53613281,1876.15209961,1693.91357422,3272801.34823,3361862.79429,3377655.35549,3249714.13141,3364601.86497,3281046.95695,218.648871858,5.29768212586,38.4685543565,31.4696461817,16.3309967706,2800.0,4.0,4.0
