,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,area,num_rooms,num_occupants
871,0.181165563975,0.157351641787,0.162222011315,0.143957480954,0.217220705336,0.267103959662,0.274795644394,0.313213250459,0.216263430285,0.185461305133,0.142143978178,0.174831393505,28.8058338165,25.8755664825,28.878484726,35.8434486389,94.5529708862,251.296920776,316.148834229,442.718475342,223.456039429,115.625427246,27.5597000122,28.2725658417,52.2034187317,51.0975151062,55.5648498535,61.1198501587,81.7565307617,89.1732940674,88.8890991211,85.9914855957,76.8198165894,72.8306655884,53.4846153259,56.2345809937,18.4859333038,18.2714157104,16.8250331879,17.3783836365,20.0050830841,8.73734951019,9.74615001678,9.11926651001,9.07320022583,10.7766160965,13.1298666,16.1935157776,60.439666748,69.0052490234,78.2614135742,54.531867981,60.2500495911,60.5854988098,45.7981338501,61.6372489929,43.9138832092,47.6000823975,51.6849632263,69.3858184814,2.0353167057,2.61041665077,3.46066665649,2.77189993858,3.04885005951,7.03176641464,3.19648337364,2.5298666954,2.33756661415,2.25610017776,2.10555005074,2.62201666832,0.458781697597,0.461538461538,0.5
936,0.0969446070705,0.0811993471851,0.0929035278489,0.105907434421,0.115727705612,0.214495399263,0.260388404345,0.257642396875,0.211990639882,0.120521386703,0.0862680990103,0.0865436909373,0.0,0.69171667099,0.0581000000238,55.40051651,118.955101013,360.540893555,472.314331055,503.782470703,319.533996582,99.1079711914,0.0385666638613,0.0188500005752,39.4395904541,37.0389633179,49.8470649719,58.0209846497,62.393283844,71.9467010498,72.6937332153,71.7407150269,70.5061340332,67.0239868164,50.1065368652,49.5956001282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388767830962,0.461538461538,0.5
1169,0.142651747617,0.147742234081,0.14289487017,0.130518579865,0.117565201527,0.196736398128,0.28594777255,0.212374402097,0.223465870769,0.200767117507,0.135975684056,0.165058249082,1.07651674747,0.767450034618,0.789333283901,3.0908331871,13.391500473,174.607452393,301.840576172,256.941955566,213.378356934,91.9140472412,0.719650030136,0.688700020313,32.351600647,36.4567337036,43.1593666077,49.5311470032,50.3774833679,60.5317993164,67.7368240356,55.4611167908,59.8071670532,57.1027641296,42.9928970337,43.916267395,3.65568327904,4.45603322983,6.33548355103,6.26940011978,3.18105006218,4.44589996338,7.7579331398,1.53486669064,8.48375034332,6.37746667862,6.42988348007,10.118516922,18.1548671722,15.8335666656,15.3152666092,13.5127496719,11.6920661926,3.99388337135,12.6355829239,7.98981618881,6.99091672897,9.34316730499,21.3247680664,35.3037490845,0.308033317327,0.785133302212,0.573583304882,0.555833339691,0.543266654015,0.223933339119,0.622466683388,0.40775001049,0.256533324718,0.524366676807,0.941700041294,1.36593329906,0.397102815085,0.307692307692,0.166666666667
1283,0.240461773037,0.224795752688,0.23236807521,0.195409021589,0.268734962794,0.29891732614,0.501241008877,0.631552356495,0.453436215099,0.346295144449,0.212364526872,0.208087402342,0.085966669023,0.059549998492,0.0492499992251,99.4515304565,299.838928223,438.688446045,906.230041504,1252.83093262,821.208435059,489.93963623,36.9797134399,0.00065000000177,,,,,,,,,,,,,,,,,,,,,,,,,0.0510833337903,0.120483331382,0.498649984598,0.516233325005,0.605233311653,0.596816658974,0.780666708946,0.908866643906,0.643249988556,0.564716696739,0.294133335352,0.18043333292,,,,,,,,,,,,,0.694383915481,0.615384615385,0.666666666667
1334,0.0856711873783,0.0723470492048,0.0987716517058,0.0934716184538,0.0855751691027,0.114203592647,0.152231145612,0.145761647985,0.138811556074,0.120915197874,0.0926716246487,0.109598400342,0.086333334446,0.118633329868,0.449549973011,3.9092168808,0.168899998069,48.8891677856,113.258979797,146.912216187,116.331237793,12.7965497971,0.212149992585,0.28818333149,58.3785820007,57.8058662415,73.807472229,78.7350845337,75.4266662598,97.4100036621,115.490531921,100.675666809,96.1113357544,89.6210021973,66.7115020752,70.9609909058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30541798973,0.230769230769,0.166666666667
1500,0.119136285817,0.0997268877053,0.100246589708,0.0917810439417,0.0279845919855,0.0891027823435,0.139708327084,0.140296625325,0.119800678153,0.0898398398768,0.0833947011376,0.0833424721698,0.0557833313942,5.40398359299,5.60701656342,31.9775009155,4.56291627884,99.9859161377,176.179351807,194.035522461,126.189086914,63.8673973083,1.71538329124,1.53909993172,25.8245830536,25.9679489136,29.0619335175,31.7530841827,25.6700668335,30.1921653748,33.5027503967,34.4138832092,33.2827339172,29.6100997925,27.677066803,28.3882331848,7.24084997177,4.84561681747,2.39663338661,2.42223334312,0.48413336277,1.91623330116,1.94889998436,0.472783327103,0.486366659403,0.536516666412,2.50206661224,2.50786662102,,,,,,,,,,,,,,,,,,,,,,,,,0.19789669454,0.0769230769231,0.166666666667
1642,0.128812470161,0.137476123913,0.155214003039,0.192772446242,0.27114301812,0.435011751812,0.533524618939,0.53833743785,0.427812091021,0.306894167138,0.151796891737,0.178610605534,0.090499997139,0.145566672087,5.83228302002,56.7843666077,137.782196045,397.287689209,582.639831543,694.569824219,464.177185059,250.428359985,2.56286668777,0.05618333444,80.2576293945,68.2893829346,84.7776489258,93.0006484985,104.097221375,103.728088379,82.4600296021,100.846664429,88.9830703735,96.1775665283,89.7562637329,92.8669967651,6.77264976501,4.94806671143,8.77124977112,7.23854970932,6.6721663475,5.94335031509,6.77754974365,12.0640497208,9.01663398743,8.70311737061,8.10368347168,8.2312335968,,,,,,,,,,,,,3.70630002022,2.2132999897,2.32323336601,2.35486674309,2.52791666985,1.82773339748,2.04844999313,2.79066681862,1.8899166584,1.18490004539,2.02425003052,1.26438331604,0.477674328277,0.692307692308,0.333333333333
1700,0.754722892349,0.585848644846,0.419586723528,0.294710498582,0.326030451272,0.522599767258,0.505339519847,0.695467007122,0.474569050277,0.357277272435,0.520699408221,0.642807991639,645.01751709,498.29888916,226.834442139,67.3529510498,75.4419708252,220.231063843,443.714111328,460.815002441,352.31427002,189.736526489,27.208366394,29.457698822,50.2969665527,47.0943984985,50.8132858276,58.6208305359,69.1589660645,86.0330276489,79.6228637695,69.9552154541,79.6637649536,81.4344558716,64.3793029785,67.338180542,,,,,,,,,,,,,58.9641838074,57.9950141907,50.7239990234,60.7541313171,60.1457328796,61.8184127808,57.47133255,27.0499820709,39.50258255,67.9282836914,52.3193664551,68.8255004883,3.53116679192,3.49213337898,4.55526638031,3.68466663361,3.59479999542,4.07908344269,3.78180003166,1.28196668625,1.78240001202,3.88855004311,3.0256998539,3.36728334427,0.861083597946,1.0,0.5
1800,0.165928622153,0.158401213617,0.155147967044,0.188510299136,0.231547480589,0.367374507113,0.419786971146,0.269016461568,0.374604195902,0.244076123671,0.171662250931,0.158527415335,,,,,,,,,,,,6.07398319244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576304973735,0.538461538462,0.0
1953,0.132447193018,0.115003129266,0.101120638557,0.111288471949,0.128926675309,0.255148683115,0.252272596987,0.361177840007,0.23194089858,0.145486522388,0.121604634878,0.162677679799,0.163466662169,0.142266660929,5.82835006714,46.776184082,109.176734924,434.70413208,476.678253174,727.063415527,367.163726807,137.636779785,0.0223500002176,0.00598333356902,34.1210670471,30.4653663635,38.395450592,43.5834197998,44.0403022766,46.7818984985,49.02866745,50.0503311157,47.4537353516,45.8045654297,46.2607841492,39.4608306885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444334391784,0.461538461538,0.166666666667
2156,0.260299143284,0.230880098254,0.26370598618,0.284548672618,0.279115104379,0.324935471695,0.326607164412,0.401922506265,0.33437457749,0.253185854136,0.237685298669,0.302540765638,195.364593506,173.650390625,128.845428467,250.852035522,300.163879395,441.26385498,519.001159668,716.899475098,468.400970459,314.081054688,150.162216187,147.129821777,49.5255661011,44.2021331787,51.2696990967,53.8325157166,54.8606491089,54.5372009277,57.7562637329,62.8192138672,57.9942131042,56.0468025208,50.7831840515,57.0128173828,18.6121177673,13.4779500961,17.1171512604,20.9772491455,14.7547502518,16.2323493958,11.5622663498,13.3933334351,14.7633838654,11.938615799,14.0392332077,18.3629341125,61.9510002136,43.7161483765,61.5841026306,55.9933166504,55.9362335205,57.7170333862,50.1423988342,55.8442497253,67.2206192017,46.0536689758,57.9332847595,67.7990493774,7.6874666214,6.34296703339,7.68529987335,6.78989982605,7.39991664886,6.66678333282,6.49886655807,7.33976650238,8.09656715393,6.82451677322,7.36039972305,7.83656692505,0.494344296523,0.384615384615,0.166666666667
2233,0.148181462144,0.121717706204,0.142901526803,0.181095980214,0.271323661587,0.375427131318,0.497501700072,0.524302621795,0.398598907858,0.267640184379,0.196766682151,0.188660439131,,,,,,603.697631836,1009.22369385,1103.52954102,741.973083496,402.002471924,37.4323158264,30.3208999634,,,,,,46.8106155396,54.211315155,55.0299186707,51.8010520935,53.7311668396,47.4565162659,48.2859840393,,,,,,9.30065059662,10.0623664856,10.9954500198,6.94820022583,10.8531837463,11.7268333435,11.7685165405,,,,,,,,,,,,,,,,,,4.08468341827,5.10489988327,4.67241668701,4.15233325958,4.10233354568,5.97928333282,5.54786682129,0.916650158768,0.153846153846,0.5
2242,0.358566208746,0.265179698923,0.276935623937,0.307571424697,0.461163578654,0.69409391195,0.775152611508,0.753442551141,0.541834986517,0.380888094163,0.277767648217,0.387177844408,22.9118995667,21.2164497375,35.9632835388,193.567352295,336.65032959,528.727722168,671.450073242,835.334838867,631.49005127,351.418823242,36.1497993469,33.5437164307,52.8165359497,44.3316001892,49.5882492065,50.1751327515,63.4710350037,64.6502685547,62.7952346802,58.9816665649,53.7454833984,51.3500823975,50.2200813293,53.2266311646,21.7065849304,17.3535671234,14.6047496796,13.3522996902,17.8628826141,15.0962667465,16.8295173645,11.1831169128,15.8573331833,10.2317333221,15.556883812,19.3412837982,105.63356781,50.9441184998,67.4304275513,86.3450469971,91.4117507935,96.0556335449,111.200294495,68.1926193237,79.0674972534,59.9038505554,73.9939651489,113.364784241,6.90110015869,4.20356702805,5.2310667038,5.91793298721,6.57893323898,7.48373317719,6.90454959869,4.81513309479,5.57146692276,4.30100011826,4.71818304062,6.03796672821,0.972216719589,0.153846153846,0.166666666667
2378,0.273130352287,0.227072028623,0.11949248884,0.193070312287,0.237955514084,0.127811808126,0.454779391998,0.562681952219,0.250148618966,0.17160768117,0.162280275143,0.159668735319,2.51198339462,2.49991679192,2.20616674423,116.523216248,177.665084839,1.56615006924,708.277893066,985.970947266,347.211273193,123.561485291,1.45531666279,1.56698322296,,71.2870178223,61.0038528442,64.3547668457,73.6360702515,59.4423522949,75.3321609497,81.4379806519,63.1478004456,66.1432189941,103.656265259,81.5012664795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444334391784,0.384615384615,0.166666666667
2470,0.128680014134,0.121431150949,0.134651873572,0.136732693202,0.193959265411,0.289225908347,0.3217751071,0.349204239431,0.27172123083,0.191322050003,0.140862000244,0.127274943348,0.00261666672304,3.22926664352,6.2078499794,69.7918395996,158.093276978,402.352661133,476.750762939,568.100891113,342.611846924,181.523452759,10.6238164902,5.603266716,38.06483078,31.8680000305,37.7090148926,39.4923019409,47.7898979187,48.3796157837,51.9084320068,51.4945526123,47.56016922,49.1836166382,38.1256828308,36.863483429,0.0174166653305,0.0134666673839,0.0149999996647,0.0146333333105,0.0138500006869,0.0192666668445,0.0151166664436,0.0120666669682,0.0153666669503,0.0335999988019,0.0179166663438,0.0120000001043,3.09284996986,35.0868148804,53.3083152771,52.5004501343,49.5535812378,51.6498680115,44.9630508423,36.9844474792,55.4708824158,54.8889846802,56.7261314392,61.156867981,2.86669993401,4.48568296432,6.78196668625,5.36926651001,6.83489990234,5.48606681824,10.9082164764,4.40116643906,5.9861831665,4.25250005722,6.17895030975,5.64164972305,0.430442751578,0.0769230769231,0.0
2814,0.246346931657,0.204092672672,0.246603413195,0.289043033811,0.346963806906,0.499049513577,0.498990079353,0.613492471884,0.393146320667,0.312824349469,0.20833296627,0.28112482239,0.677333295345,0.494533330202,9.01856613159,138.313064575,254.384963989,654.457458496,841.470153809,1104.85290527,533.984741211,301.249206543,1.82400000095,1.45538330078,46.0978660583,42.8956680298,47.3584861755,50.2641334534,53.8753662109,57.2470664978,55.677116394,59.2325668335,55.3721160889,57.9077339172,46.024684906,45.6172637939,13.6930170059,10.244383812,11.6127166748,11.5948495865,11.5433330536,14.1612501144,10.7285833359,12.4075994492,8.11463356018,12.440032959,11.8925495148,13.973400116,96.7318496704,76.1660461426,106.475456238,75.4597473145,79.3063964844,92.0607833862,69.8778686523,89.518951416,74.2559661865,78.5250320435,84.098487854,95.3547058105,5.25174999237,3.87231659889,4.73316669464,3.94379997253,4.22281646729,4.92529964447,3.0882999897,3.994566679,3.40551662445,4.41654968262,4.14796686172,4.37585020065,0.516570920852,0.384615384615,0.166666666667
2925,0.190794676413,0.1613396051,0.189205441826,0.234238424536,0.244615457255,0.470257892796,0.516758900851,0.561980299196,0.592089933339,0.478106648468,0.222233113516,0.1787620988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647152338783,0.0769230769231,0.5
2953,0.0749945970245,0.064901317009,0.064970274425,0.0721599091194,0.0749738224771,0.154221232041,0.147527182769,0.207158582569,0.14700601777,0.0960045496576,0.0684594748694,0.0802493779723,0.066550001502,0.0493666678667,0.0543166659772,0.0617333352566,9.7827835083,198.915435791,210.840438843,357.809143066,194.546890259,63.432800293,0.0548166669905,0.0528666675091,53.4070014954,50.5540161133,55.0043182373,65.0480499268,67.9724655151,69.7061004639,65.3715515137,69.813369751,64.7995376587,64.3901824951,52.8775520325,55.3393516541,,,,,,,,,,,,,27.4484157562,22.4498348236,30.9949493408,25.7314167023,21.1720657349,35.204082489,21.3041496277,26.681432724,26.74883461,20.4858016968,30.9773330688,29.9574012756,1.54404997826,1.26481664181,1.79715001583,1.432066679,1.2744166851,2.29798340797,1.47500002384,1.64490008354,1.92701673508,1.32241666317,1.46441662312,1.42583334446,0.416551111373,0.230769230769,0.166666666667
2986,0.0908139851034,0.0781544129968,0.0795042373844,0.0893452739794,0.079538261192,0.154496494794,0.300139769269,0.493861692141,0.341879053558,0.26781261678,0.0829552993441,0.0853669115802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6415956827,0.307692307692,0.166666666667
3224,0.138426230281,0.132415482573,0.13320002348,0.102317863287,0.117110072524,0.188627942326,0.254386681495,0.296404191105,0.212378553349,0.169589898392,0.10294625677,0.135523581626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555467513427,0.615384615385,0.166666666667
3299,0.0671857994389,0.0578698825046,0.0464198608721,0.0650689718125,0.0745610609319,0.092435286741,0.0393139507126,0.0793472944569,0.0877147006028,0.0866975524289,0.0530953940967,0.0522745525943,0.0473666675389,0.0411666668952,0.0418333373964,31.9295845032,62.8444633484,116.009498596,23.7389163971,100.688781738,106.592353821,86.4880447388,9.77090072632,4.92988348007,25.5535507202,24.3173675537,28.4659004211,29.4153499603,30.7527332306,29.9063663483,34.8903007507,33.1805000305,29.6072158813,30.3591499329,27.9347496033,27.7791843414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270688889216,0.230769230769,0.0
3367,0.288265689017,0.266512141086,0.245224557475,0.295671047087,0.385218014571,0.578687899757,0.591871764017,0.747130453628,0.576817568719,0.474721787091,0.240875929001,0.266919585554,1.21218335629,8.64913368225,6.80986690521,136.994094849,331.443969727,791.331298828,939.538879395,1214.86328125,781.609741211,492.556274414,2.86460018158,1.76271665096,55.4265823364,51.9434165955,54.5646476746,57.5655822754,63.6549835205,64.6354675293,67.0558700562,70.2500686646,68.4421768188,72.051071167,55.9566688538,53.3039855957,0.0933166667819,4.24359989166,16.3767166138,16.3464164734,17.0481510162,17.0886325836,14.119383812,22.3062648773,22.3693161011,17.7357673645,19.2649002075,22.8914852142,,13.5932502747,58.0690155029,81.7616653442,63.8406677246,66.8197784424,54.3636474609,71.3672943115,67.4430465698,66.7575454712,91.3755569458,71.7233505249,7.63479995728,6.98038339615,2.85391664505,4.87550020218,2.86823344231,2.43385004997,2.39618325233,4.14108371735,5.91828298569,3.64948344231,4.75274991989,2.71658325195,0.777733756713,0.153846153846,0.333333333333
3443,0.128890950768,0.114567631844,0.0896801538313,0.0868305022172,0.100567955131,0.116204642404,0.121251531579,0.121060455119,0.104164777241,0.086454356726,0.0793271874016,0.0732414062709,0.00343333347701,3.15056657791,2.82463335991,37.3358001709,68.9585723877,122.307502747,136.431167603,140.075073242,99.1893386841,50.6720352173,1.61748337746,1.62176668644,29.6751003265,27.2811164856,31.2767677307,33.27551651,36.8081169128,34.093963623,35.2801170349,35.7725334167,33.9609184265,34.4191322327,29.0423336029,29.8917160034,0.632016658783,0.0,0.57775002718,0.460333317518,0.0,0.322450011969,0.0,0.0,0.60913336277,0.0,0.0,0.539333403111,,,,,,,,,,,,,,,,,,,,,,,,,0.180393227881,0.153846153846,0.0
